Id,DisplayName,Views,DownVotes,LastAccessDate,ProfileImageUrl,WebsiteUrl,Reputation,Location,Age,UpVotes,CreationDate,AboutMe,AccountId
7469,Fco Guzmán,0,0,2016-06-06T16:45:07.477,https://graph.facebook.com/10154394755697122/picture?type=large,,1,,,0,2016-05-30T13:38:55.023,,8540337
7470,José Barrios,0,0,2016-05-30T13:49:38.450,https://lh6.googleusercontent.com/-FQIJsvtfKUU/AAAAAAAAAAI/AAAAAAAAA2M/7dOcBTweKag/photo.jpg,,1,,,0,2016-05-30T13:49:38.450,,8540391
7471,mbenegas,0,0,2016-08-23T23:27:23.780,https://www.gravatar.com/avatar/7665b003f3836318000a2c8930b0358e?s=128&d=identicon&r=PG,http://www.manuelbenegas.com,38,Guatemala,34,1,2016-05-30T14:27:50.893,"<p>Husband, Father of two, amateur soccer player and passionate geek!</p><br/><br/><p>Back in high school I never thought of studying Computer Science, but as part of a school project I wrote my first program, an animation written in Pascal! And that's when the idea kicked-in ;)</p><br/><br/><p>After 4 years at University, I started my first job in 2004, I've been in several job positions working as desktop developer, SQL developer, Linux sysadmin, web developer, mobile developer, business analyst and software architect.</p><br/><br/><p>I believe in junior engineers formation, and coaching. All of us have just needed an opportunity, and the correct directions. Education will change the world.</p><br/>",174384
7472,jolunavi,1,0,2016-07-06T00:12:01.783,https://lh5.googleusercontent.com/-skrz46ZSGVI/AAAAAAAAAAI/AAAAAAAASj4/50PBp4BLwqY/photo.jpg?sz=128,,8,"Quito, Provincia del Pichincha, Ecuador",,0,2016-05-30T14:46:56.527,,8540719
7473,Jose L. Orta,0,0,2016-06-08T17:12:19.247,https://graph.facebook.com/298417653829272/picture?type=large,,1,,,0,2016-05-30T14:48:46.703,,8540728
7474,Erik Marcelo Cuaquira Mendoza,0,0,2016-05-30T18:05:04.940,https://lh5.googleusercontent.com/-3ee3l5rhswU/AAAAAAAAAAI/AAAAAAAAADg/wiH3mWAjDsw/photo.jpg?sz=128,,1,,,0,2016-05-30T15:11:22.960,,7350905
7475,Riki_VaL,0,0,2016-05-30T15:43:35.563,https://i.stack.imgur.com/1opD4.jpg?s=128&g=1,,1,"Valencia, Spain",26,0,2016-05-30T15:43:35.563,"<p>Programmer, computer engineer currently working with DCI</p><br/>",3260428
7476,Liber,0,0,2016-05-30T15:43:53.067,https://www.gravatar.com/avatar/b094f043cc2b3a74122dc88715214e01?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-05-30T15:43:53.067,,8541004
7477,Marco Andrade,0,0,2016-05-30T21:06:54.653,https://www.gravatar.com/avatar/63f489932f97005db078659221b88af1?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-05-30T15:50:33.593,,8532761
7478,ErnestoRM,6,0,2016-09-02T09:04:27.227,https://i.stack.imgur.com/VcUfR.png?s=128&g=1,,135,,35,0,2016-05-30T16:08:29.567,<p>.</p><br/>,8541114
7479,ArielB,0,0,2016-05-30T16:32:46.120,https://www.gravatar.com/avatar/2316dfeead3416a5272da8be1889dddf?s=128&d=identicon&r=PG&f=1,,1,Dominican Republic,35,0,2016-05-30T16:17:30.727,<p>I am a programming student.... Actually I am trying to learn Java Language..</p><br/>,3388683
7480,Quiroz Saq,0,0,2016-05-30T16:34:25.523,https://lh5.googleusercontent.com/-Oq7uNSEYE1k/AAAAAAAAAAI/AAAAAAAAAuY/6CNvhUMjxAE/photo.jpg?sz=128,,1,,,0,2016-05-30T16:34:25.523,,8259418
7481,Daniel Herrera,0,0,2016-05-30T16:38:09.300,https://lh4.googleusercontent.com/-UO8gdO2y5pg/AAAAAAAAAAI/AAAAAAAAAHk/tB0n26tyIdE/photo.jpg,,1,,,0,2016-05-30T16:38:09.300,,8541247
7482,andrxs,0,0,2016-06-02T16:21:17.533,https://www.gravatar.com/avatar/6af30bdc6f5f43b108f0e54f0bf3bfc1?s=128&d=identicon&r=PG,,11,,,0,2016-05-30T16:39:13.233,"<p>Development .Net, javascript, Java, Php.</p><br/>",889138
7483,SlyferMC,0,0,2016-06-13T15:43:39.050,https://i.stack.imgur.com/jb7fl.jpg,,1,,,0,2016-05-30T18:04:56.250,,8541608
7484,Rafael Rodríguez,0,0,2016-05-30T18:26:08.007,https://graph.facebook.com/1204274482937612/picture?type=large,,1,,,0,2016-05-30T18:05:25.767,,8541610
7485,druix,2,0,2016-06-05T12:46:02.880,https://www.gravatar.com/avatar/34eeabe749f470e797b4041de774dac7?s=128&d=identicon&r=PG&f=1,,6,,,0,2016-05-30T18:10:22.113,,8541632
7486,Darwin,0,0,2016-05-30T20:00:46.640,https://lh3.googleusercontent.com/-d81NWaMMVuA/AAAAAAAAAAI/AAAAAAAAACs/dOkwv6avj8Y/photo.jpg?sz=128,,1,,,0,2016-05-30T19:02:35.177,,5001226
7487,ReymonARG,2,0,2016-08-19T13:16:51.483,https://graph.facebook.com/1183427945/picture?type=large,,89,,,1,2016-05-30T19:32:29.280,<p>Estudiante de Ingeniería en Computación. Amante de la Programación.</p><br/>,4550855
7488,Brayan Chanampa,0,0,2016-05-30T19:59:00.407,https://www.gravatar.com/avatar/8a395ea477439dd7cea3a5d2cede5d15?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-05-30T19:59:00.407,,8343856
7489,Marina Romero,0,0,2016-05-30T19:59:45.967,https://lh6.googleusercontent.com/-vsLVl-2sP20/AAAAAAAAAAI/AAAAAAAAAho/TZYGak3z-UE/photo.jpg,,1,,,0,2016-05-30T19:59:45.967,,8542116
7490,Daniel Piad Aldazabal,2,0,2016-09-01T17:47:57.930,https://www.gravatar.com/avatar/910eae4c63ce5cc7752c71fd8abbb4b0?s=128&d=identicon&r=PG&f=1,,68,,,4,2016-05-30T20:15:11.963,,8542187
7491,Luis Dlf,1,0,2016-06-09T03:37:43.113,https://lh5.googleusercontent.com/-T2TYbHLPiPk/AAAAAAAAAAI/AAAAAAAAAIY/TMuy6VyujnU/photo.jpg?sz=128,,6,,,0,2016-05-30T20:22:52.587,,6970792
7492,Paula,0,0,2016-05-30T20:52:31.693,https://i.stack.imgur.com/92eTZ.jpg?s=128&g=1,,1,"Madrid, España",,0,2016-05-30T20:52:31.693,,8542258
7493,Alex Andrade,0,0,2016-08-16T12:40:21.757,https://graph.facebook.com/606688372/picture?type=large,,1,Mexico,,0,2016-05-30T21:01:15.440,,4199128
7494,Dmay,0,0,2016-06-03T22:45:50.610,https://www.gravatar.com/avatar/a46ae09e31d4a966c893a951f0ecac16?s=128&d=identicon&r=PG&f=1,,6,,,0,2016-05-30T21:15:19.310,,8542423
7495,Emily Vivanco,0,0,2016-05-30T21:23:53.837,https://i.stack.imgur.com/IF93E.png?s=128&g=1,,1,,,0,2016-05-30T21:23:53.837,,8542422
7496,Fernando Brito,0,0,2016-05-30T21:46:49.310,https://www.gravatar.com/avatar/d708814fa4a408ec6bec3ff31392f245?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-05-30T21:46:49.310,,3240219
7497,SnD,1,0,2016-05-30T21:48:38.547,,,1,,,0,2016-05-30T21:48:38.547,,8542527
7498,Alejandro Jose Perez Diaz,1,0,2016-08-22T20:35:53.007,https://graph.facebook.com/10208486192968156/picture?type=large,,1,,,0,2016-05-30T22:10:42.050,,8542586
7499,Alejandro T,0,0,2016-08-09T07:05:11.850,https://www.gravatar.com/avatar/e33d120ec3c2b00319f21529f4d441c2?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-05-30T23:38:59.860,,8535572
7500,Madh,1,1,2016-08-30T20:55:35.840,,http://www.migueldhdez.me/,396,"Tenerife, Spain",,3,2016-05-31T00:07:58.160,<p>Learning.</p><br/>,2857250
7501,Ddla12,1,0,2016-06-03T14:44:45.377,https://www.gravatar.com/avatar/51c8a3e3a25ccfd87e47e07e5a306da1?s=128&d=identicon&r=PG&f=1,,25,,,0,2016-05-31T01:03:19.890,,8543002
7502,jose manuel Robles,0,0,2016-05-31T01:20:29.697,https://lh5.googleusercontent.com/-E_cQKCOetVc/AAAAAAAAAAI/AAAAAAAAEwU/8xu5XACgWVY/photo.jpg,,1,,,0,2016-05-31T01:20:29.697,,8543040
7503,Hernando Gisinger,0,0,2016-06-05T17:07:22.620,https://graph.facebook.com/10209193418342381/picture?type=large,,1,,,0,2016-05-31T01:26:55.297,,8543052
7504,M.Sotelo,0,0,2016-05-31T01:43:26.903,https://www.gravatar.com/avatar/1b7793cf0cab7daa57592ebf7ed4f13d?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-05-31T01:43:26.903,,8543099
7505,ANDGAR2010,0,0,2016-05-31T02:01:15.470,https://lh5.googleusercontent.com/-UuPONuaTTUo/AAAAAAAAAAI/AAAAAAAAABA/tjd-nETpTr4/photo.jpg,,1,,,0,2016-05-31T02:01:15.470,,8543165
7506,Carloscccs,0,0,2016-08-01T22:46:02.243,https://graph.facebook.com/10209789014906815/picture?type=large,,1,,,0,2016-05-31T03:12:21.887,,8543370
7507,Juan José Campis,0,0,2016-07-25T12:01:47.920,https://www.gravatar.com/avatar/c2b94bd895b0fe748b70ea2f9f73fadb?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-05-31T03:58:22.613,,8532355
7508,Ramiro Yunior Fernandez,0,0,2016-05-31T04:27:57.780,https://lh4.googleusercontent.com/-bIKYt7YfC8g/AAAAAAAAAAI/AAAAAAAAC9w/ZIAu2ZEgTvw/photo.jpg,,1,,,0,2016-05-31T04:27:57.780,,8543611
7509,Brock Adams,0,0,2016-07-30T02:36:17.450,https://www.gravatar.com/avatar/08ad3e87a75ff0936395b59325d8b151?s=128&d=identicon&r=PG,,101,,,0,2016-05-31T04:38:32.257,,131474
7510,Pablo Garay Cofré,0,0,2016-05-31T05:00:51.243,https://www.gravatar.com/avatar/89400c680d7515f866b0050284cdca10?s=128&d=identicon&r=PG&f=1,https://www.facebook.com/pablo.garaycofre,1,"Chillan, Chile",,0,2016-05-31T05:00:51.243,<p>Hello...</p><br/>,4511029
7511,Sergi Barjola,1,0,2016-08-02T02:48:07.133,https://graph.facebook.com/10207428405900150/picture?type=large,,120,,,1,2016-05-31T06:29:45.053,,7537197
7512,Ángel,0,0,2016-05-31T08:17:41.783,https://lh6.googleusercontent.com/-u2aiB2LamCI/AAAAAAAAAAI/AAAAAAAAACw/Zfek2fjg8lk/photo.jpg?sz=128,,1,,,0,2016-05-31T08:17:41.783,,7850409
7513,manunu,0,0,2016-05-31T10:41:53.360,https://www.gravatar.com/avatar/b501f18c57a2f589181c61ced5e6b696?s=128&d=identicon&r=PG,,1,,,0,2016-05-31T10:22:35.847,,2831773
7514,Gonza,0,0,2016-06-24T03:39:44.140,https://graph.facebook.com/100002864659743/picture?type=large,,1,,,0,2016-05-31T11:48:08.013,,5354887
7515,Richard Kroebel,0,0,2016-05-31T12:33:37.430,https://lh6.googleusercontent.com/-vMhc7mCnC3M/AAAAAAAAAAI/AAAAAAAACV8/GO4Ag_BJbBk/photo.jpg,,1,,,0,2016-05-31T12:33:37.430,,8546195
7516,Jesús,0,0,2016-05-31T13:06:37.883,https://lh6.googleusercontent.com/-PULjk0xRhUw/AAAAAAAAAAI/AAAAAAAAARI/qv6tkAHf7H4/photo.jpg,,1,,,0,2016-05-31T13:06:37.883,,8546408
7517,Eduardo Constancio,0,0,2016-05-31T13:20:29.910,,,11,,,0,2016-05-31T13:20:29.910,,8546497
7518,Eric Hofmann,4,0,2016-07-04T14:30:42.957,https://lh4.googleusercontent.com/-GefciWp7oeI/AAAAAAAAAAI/AAAAAAAAAFE/lwC8dcQAQno/photo.jpg,,35,,,1,2016-05-31T13:28:20.473,,8546550
7519,Gustux,0,0,2016-08-01T16:13:15.147,https://www.gravatar.com/avatar/ccbc48afc8312af2b11e34f84613fabc?s=128&d=identicon&r=PG&f=1,,13,,,0,2016-05-31T14:30:02.673,,7252204
7520,Juan de DIos Puente Anguiano,1,0,2016-08-30T16:39:15.970,https://www.gravatar.com/avatar/900ba5824abdcea3d7642580ca7bee26?s=128&d=identicon&r=PG&f=1,,28,,,1,2016-05-31T14:46:09.847,,8547041
7521,CesarDelValle,0,0,2016-05-31T14:55:25.383,https://www.gravatar.com/avatar/ec16e45c98c316efcd33a8b06e3fe7e4?s=128&d=identicon&r=PG,,1,,,0,2016-05-31T14:55:25.383,,2313675
7522,Neel,1,0,2016-09-02T15:38:43.717,https://www.gravatar.com/avatar/7b9dbb74108bb97d15de46f6052ac3bc?s=128&d=identicon&r=PG&f=1,,101,,,0,2016-05-31T14:57:02.090,,2111260
7523,Daniel Guerrero,0,0,2016-06-21T10:55:03.383,https://www.gravatar.com/avatar/969d01594ec29ad19f3012fa8807b471?s=128&d=identicon&r=PG,http://www.todoinformatica.com.es,1,,,0,2016-05-31T14:58:54.417,,2557712
7524,Rick Nuñez,0,0,2016-06-01T13:49:24.700,https://www.gravatar.com/avatar/a45b4a66952ba0f4c9d8dfbf3aef615b?s=128&d=identicon&r=PG,,1,,,0,2016-05-31T15:01:25.770,,8481935
7525,Alejandro Rama,0,0,2016-05-31T15:03:16.373,https://graph.facebook.com/693068464/picture?type=large,,1,,,0,2016-05-31T15:03:16.373,,2994425
7526,vchemical,0,0,2016-06-02T15:48:45.993,https://i.stack.imgur.com/AQ7my.jpg?s=128&g=1,,1,,,0,2016-05-31T15:06:54.170,,6631331
7527,Yahaira Gonzalez,0,0,2016-07-01T01:07:58.127,https://lh4.googleusercontent.com/-jubXsCdkaPQ/AAAAAAAAAAI/AAAAAAAAAEI/n1PsvOFR9Gc/photo.jpg?sz=128,,1,,,0,2016-05-31T15:40:18.437,,8476205
7528,Conde Limoncio,0,0,2016-05-31T15:41:40.907,https://lh5.googleusercontent.com/-Uz98QE9ZDbY/AAAAAAAAAAI/AAAAAAAAAsI/1DQn4lCuJqA/photo.jpg,,1,"Madrid, España",22,0,2016-05-31T15:41:40.907,,8547387
7529,gburu98,1,0,2016-08-11T18:10:11.533,https://www.gravatar.com/avatar/18177b6bf6e3b1b575bf2cd5503420d9?s=128&d=identicon&r=PG&f=1,,30,Argentina,,0,2016-05-31T16:04:13.667,,8547519
7530,alex-c,0,0,2016-06-23T17:59:45.427,https://www.gravatar.com/avatar/3d2a684e309392e3e9da2c25b1c22ccc?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-05-31T16:16:01.440,,8547596
7531,Froylan Camacho,0,0,2016-08-15T18:43:03.490,https://graph.facebook.com/1201695046541382/picture?type=large,,1,,,0,2016-05-31T16:23:57.707,,8547634
7532,Miguel Ruano,0,0,2016-06-02T16:26:04.270,https://graph.facebook.com/100001308966270/picture?type=large,,1,Colombia,23,0,2016-05-31T16:27:03.727,,4923840
7533,Antonio Mandujano,0,0,2016-05-31T17:19:47.880,https://www.gravatar.com/avatar/3968165c6effd34e00343ddf016d0f02?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-05-31T17:19:47.880,,8547922
7534,JaimeCamargo,0,0,2016-06-24T20:41:11.030,https://www.gravatar.com/avatar/cb0bd5f4a383e61691b680c9e01b70a6?s=128&d=identicon&r=PG,,1,,38,0,2016-05-31T17:50:31.257,,2777521
7535,Mhack Redcom,0,0,2016-05-31T18:05:33.580,https://graph.facebook.com/1740700066199534/picture?type=large,,1,Costa Rica,,0,2016-05-31T18:05:33.580,<p>Geek and happy!</p><br/>,8547748
7536,Pablo Mayora,0,0,2016-06-09T18:25:47.447,https://www.gravatar.com/avatar/304d29668ff56d7c1f7b49cee7b77f47?s=128&d=identicon&r=PG&f=1,,3,,,0,2016-05-31T19:04:49.667,,7054105
7537,LIZANDRO SERRANO,0,0,2016-06-10T21:38:12.997,https://www.gravatar.com/avatar/9c66cc7834e1f87c5827c96b8eecbd83?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-05-31T19:06:17.653,,8548493
7538,Bill_Data23,5,0,2016-08-01T12:03:49.650,https://www.gravatar.com/avatar/38c597215b21221c9f3ce8983aaaf414?s=128&d=identicon&r=PG&f=1,,23,,,0,2016-05-31T19:08:46.767,,8483698
7539,Cesar Alvarado Peragallo,0,0,2016-05-31T19:34:40.267,https://lh4.googleusercontent.com/-1_ORXGm5Mo0/AAAAAAAAAAI/AAAAAAAAAAA/0zPOeJU3WX4/photo.jpg?sz=128,,1,,,0,2016-05-31T19:34:40.267,,5747829
7540,amunita,0,0,2016-05-31T19:46:14.970,https://www.gravatar.com/avatar/1e422fcf80ead971234673836a0d7886?s=128&d=identicon&r=PG,http://www.twitter.com/amunita,1,"Santiago, Chile",29,0,2016-05-31T19:46:14.970,<p>new to obj-c programming</p><br/>,279318
7541,ICRUZ,3,0,2016-09-03T15:00:40.780,https://www.gravatar.com/avatar/d8648df05241a9ecab339b681106f354?s=128&d=identicon&r=PG&f=1,,42,,,0,2016-05-31T19:55:07.403,,8548720
7542,Jorge Sánchez,0,0,2016-07-14T23:45:01.397,https://www.gravatar.com/avatar/55fbb53b8402029fe93926374d633478?s=128&d=identicon&r=PG&f=1,,31,,,0,2016-05-31T20:22:56.447,,8548855
7543,andresmarquez,0,0,2016-05-31T20:41:38.620,,,1,,,0,2016-05-31T20:41:38.620,,8548958
7544,Rocío Castro Pinto,0,0,2016-05-31T20:45:40.953,https://lh5.googleusercontent.com/-Q8tMFhYMrGI/AAAAAAAAAAI/AAAAAAAAMt0/jPHfnHIfKrg/photo.jpg,,1,,,0,2016-05-31T20:45:40.953,,8548979
7545,Nicolás Kuglien,0,0,2016-06-04T03:12:45.830,https://www.gravatar.com/avatar/77959dc4c70066406c5ea43d31cca237?s=128&d=identicon&r=PG&f=1,,16,,,0,2016-05-31T21:59:29.963,,8549287
7546,J. A. Poot,0,0,2016-05-31T23:08:25.413,https://i.stack.imgur.com/VbL8i.jpg?s=128&g=1&g=1,,1,,,0,2016-05-31T22:36:26.880,,8549424
7547,Arón Valero,0,0,2016-05-31T23:02:07.917,https://graph.facebook.com/889852737803629/picture?type=large,,1,,,0,2016-05-31T23:02:07.917,,8549518
7548,albetro cota,2,0,2016-08-23T23:12:04.287,https://lh3.googleusercontent.com/-U6axsc7N5bY/AAAAAAAAAAI/AAAAAAAAABo/sMSGoUpDN10/photo.jpg,,1,,,0,2016-05-31T23:26:41.063,,8549588
7549,PDF,0,0,2016-05-31T23:32:26.793,https://www.gravatar.com/avatar/5c9ede81bfbe2785e1b717601446532c?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-05-31T23:32:26.793,,8549611
7550,JuanV,0,0,2016-06-11T18:42:20.440,https://i.stack.imgur.com/lTpb6.jpg?s=128&g=1,,1,,,0,2016-06-01T00:02:01.893,,7896721
7551,Rafael Escala,0,0,2016-06-07T23:01:56.580,https://www.gravatar.com/avatar/0f5148ddbe1b1d0d907d0b8d99697070?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-06-01T00:04:16.063,,8549710
7552,Ronald Elizondo Oviedo,0,0,2016-06-01T01:12:58.087,https://graph.facebook.com/10153580715217314/picture?type=large,,1,,,0,2016-06-01T00:57:46.080,,8549863
7553,Marcos0202,0,0,2016-06-07T22:06:28.047,https://www.gravatar.com/avatar/2a131598c0aa48e8f534e7e8e87a6742?s=128&d=identicon&r=PG&f=1,,1,Colombia,,0,2016-06-01T01:54:33.497,"<p>Expert in computer architecture, machines and languages, compilers, databases, software engineering, web development, Graphic Design, operating systems, networks, computer security, cryptography and forensic methods in IT. Software developer with a passion for web applications (Ruby on Rails).</p><br/>",8550042
7554,Hector Seguro,3,0,2016-08-30T02:03:33.137,https://graph.facebook.com/1217499198261642/picture?type=large,,13,,,0,2016-06-01T02:06:32.133,,8394752
7555,Angelo Castro,1,0,2016-08-01T08:28:59.243,https://graph.facebook.com/1703305036603088/picture?type=large,,20,,,0,2016-06-01T02:39:14.757,,8550194
7556,Tomas Bradanovic Gómez,0,0,2016-06-01T03:07:37.763,https://graph.facebook.com/10209830670342636/picture?type=large,,1,,,0,2016-06-01T03:07:37.763,,8550296
7557,Blade,1,0,2016-06-01T03:28:51.987,https://www.gravatar.com/avatar/e9e3830d25b52a876c5a4863e910dfe2?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-06-01T03:28:51.987,,8550362
7558,Cayo Alejandro Nina Tarqui,0,0,2016-06-02T03:17:24.303,https://graph.facebook.com/1148962248487514/picture?type=large,,1,,,0,2016-06-01T04:03:34.553,,8550491
7559,JAMDZ,0,0,2016-09-03T21:29:33.610,,,6,,,0,2016-06-01T05:10:25.167,,8550749
7560,minyunmen,0,0,2016-06-01T06:59:55.173,https://i.stack.imgur.com/33qBB.jpg?s=128&g=1,,1,,,0,2016-06-01T06:59:55.173,,8551231
7562,Marc N,0,0,2016-06-01T07:22:35.083,https://www.gravatar.com/avatar/82b83f71c1efc34d2622382c81bc8d99?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-06-01T07:22:35.083,,8551398
7563,santoscadenas,0,0,2016-06-07T14:20:35.677,https://www.gravatar.com/avatar/74d3b32b42a89c8bb12e5d8808547d3f?s=128&d=identicon&r=PG,,101,Spain,,0,2016-06-01T07:47:43.203,"<p>Kurento Media Server team leader.</p><br/><br/><p>C/C++ Programmer.</p><br/><br/><p>Also like to play with other languages, Java, JavaScript, python, etc. Learning new things is always exciting.</p><br/>",4841913
7564,Andres Caballlero,0,0,2016-08-23T10:30:41.577,https://www.gravatar.com/avatar/d5c41af9739fe9fef2d2b29612c6e9f0?s=128&d=identicon&r=PG&f=1,,6,,,0,2016-06-01T08:14:32.140,,6574329
7565,Vitaly,0,0,2016-08-16T13:01:56.750,https://www.gravatar.com/avatar/d2a10aa7790fd482004feca09fa40917?s=128&d=identicon&r=PG&f=1,,10,,,0,2016-06-01T08:33:46.807,,8551795
7566,GR IJ,0,0,2016-06-01T09:05:06.847,https://i.stack.imgur.com/c6xVl.jpg,,1,,,0,2016-06-01T09:05:06.847,,8552001
7567,Millas,0,0,2016-08-16T12:09:16.357,https://www.gravatar.com/avatar/6e83d2ec8af43c88956f082a06fec733?s=128&d=identicon&r=PG,,1,Spain,25,0,2016-06-01T09:50:48.693,,2609106
7568,Ricardo,1,0,2016-06-02T16:08:08.910,https://www.gravatar.com/avatar/fc64c030c62112431a2b3ceb3557a2dd?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-06-01T09:52:59.357,,8552309
7569,ignacio,0,0,2016-06-01T11:50:37.060,https://www.gravatar.com/avatar/b9e7014c930637febad5e4d3724cfe22?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-06-01T09:53:02.503,,8552311
7570,DYangu,0,0,2016-06-23T00:33:49.773,https://www.gravatar.com/avatar/9fd132b176abca00f8443a74c169d1d6?s=128&d=identicon&r=PG&f=1,,101,,,1,2016-06-01T10:00:31.693,<p>Always learning</p><br/>,8466300
7571,Jenny T-Type,0,0,2016-06-01T13:20:11.123,https://i.stack.imgur.com/S7fv2.png?s=128&g=1,,101,"Santiago, Chile",27,0,2016-06-01T13:02:18.070,<p>What ya doing? :3</p><br/>,4337234
7572,Hummber,0,0,2016-06-17T14:33:26.507,https://www.gravatar.com/avatar/8a52fc1a5990bc5faf718d2efbdf8acb?s=128&d=identicon&r=PG&f=1,,13,,,0,2016-06-01T13:55:09.150,,8553809
7573,carpfede,1,0,2016-06-03T16:16:24.647,https://graph.facebook.com/1129936657062868/picture?type=large,,1,,,0,2016-06-01T14:23:23.833,,8553991
7574,Pabloj Carrióne,0,0,2016-06-01T22:17:48.957,https://lh6.googleusercontent.com/-TjWrzS42WJk/AAAAAAAAAAI/AAAAAAAAABE/D8wy4FeIC14/photo.jpg,,1,,,0,2016-06-01T14:31:06.147,,8554056
7575,Juan Jose Barrera,0,0,2016-06-01T15:27:15.050,https://www.gravatar.com/avatar/ab053c2f292170a2564aa0e497b134ab?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-06-01T15:27:15.050,,3812107
7576,Julio Pérez,0,0,2016-06-06T19:32:18.003,https://i.stack.imgur.com/Z2Qsl.jpg,,1,,,0,2016-06-01T15:28:01.410,,8554437
7577,Edgar Santiago,0,0,2016-07-29T18:09:54.180,https://www.gravatar.com/avatar/b5a826b4f944755fc17b1f3038dff3cc?s=128&d=identicon&r=PG,,1,"Santiago De Los Caballeros, Santiago, República Dominicana",25,0,2016-06-01T15:31:53.720,"<p>Dominicano, Ingeniero Telemático dedicado al desarrollo de Software; aplicaciones y páginas web desde principios del 2013.</p><br/><br/><p>Pasión por la tecnología, el fútbol y las fotografías.</p><br/><br/><p><strong>AngularJS, Java, C#, Ruby on rails, Wordpress.</strong></p><br/>",1571414
7578,Tony,0,0,2016-07-22T16:43:47.487,https://www.gravatar.com/avatar/bc120a97a69a2c1a1d002114e152621c?s=128&d=identicon&r=PG&f=1,,6,,,0,2016-06-01T15:58:12.787,,8548322
7579,Dario,0,0,2016-06-01T19:55:04.813,https://www.gravatar.com/avatar/dcbf60a52b236f44f199de290d15b306?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-06-01T16:14:25.710,,8554723
7580,Alejandro Sierra,0,0,2016-06-01T20:02:03.220,https://graph.facebook.com/10208406958707575/picture?type=large,,1,,,0,2016-06-01T16:38:39.457,,8554873
7581,Marco Dadone,0,0,2016-06-01T16:39:22.570,https://graph.facebook.com/10209601685537561/picture?type=large,,1,,,0,2016-06-01T16:39:22.570,,7248565
7582,Rosario,1,0,2016-08-17T14:32:48.857,,,4,,,0,2016-06-01T16:44:59.553,,8554918
7584,Amador Fernandez,0,0,2016-08-30T13:34:46.423,https://lh5.googleusercontent.com/-2IvUBQo6_Jc/AAAAAAAAAAI/AAAAAAAAB0w/XS5lDbvEY0E/photo.jpg,,6,,,0,2016-06-01T16:48:54.557,,8554940
7585,Esteban Cantillano,0,0,2016-06-01T20:39:45.410,https://www.gravatar.com/avatar/66007b2a57a8b831f8cd513e57d1e01f?s=128&d=identicon&r=PG&f=1,,8,,,0,2016-06-01T16:52:15.493,,8554959
7586,Juan Jose Giraldo,0,0,2016-06-01T23:27:38.410,https://graph.facebook.com/10201701706701503/picture?type=large,,18,,,0,2016-06-01T17:13:51.093,,8555081
7587,Wolf117,0,0,2016-06-01T22:30:40.197,,,6,,,0,2016-06-01T17:20:18.993,,8555128
7588,Diego Mas,0,0,2016-06-01T22:13:20.517,https://lh5.googleusercontent.com/-Ue1TuC5zqjA/AAAAAAAAAAI/AAAAAAAAAOM/JUDhr_IL-eY/photo.jpg,,1,,,0,2016-06-01T17:33:48.650,,8555197
7589,Jean Inca Rivas,0,0,2016-06-01T17:39:07.463,https://graph.facebook.com/1542078369420823/picture?type=large,,1,,,0,2016-06-01T17:39:07.463,,8335253
7590,Alex Braga,0,0,2016-06-01T17:47:55.530,https://www.gravatar.com/avatar/4b18da16afb9879f024119083df81b7d?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-06-01T17:47:55.530,,8536202
7591,Akyna,33,0,2016-06-09T21:09:26.047,https://i.stack.imgur.com/UThAW.jpg,,81,,,2,2016-06-01T18:12:38.827,,8555400
7592,noquierouser,0,0,2016-07-12T15:27:22.170,https://www.gravatar.com/avatar/bc6ab4f73f561bd112b40df9f2854136?s=128&d=identicon&r=PG,http://noquierouser.com,1,Chile,29,0,2016-06-01T18:46:48.433,,1059401
7593,user7593,0,0,2016-06-03T08:15:20.833,,,6,,,0,2016-06-01T18:49:47.390,,8555632
7594,Christopher Quezada,0,0,2016-06-01T18:55:44.400,https://lh4.googleusercontent.com/-KbjY8MZIatI/AAAAAAAAAAI/AAAAAAAAARg/6FtmoqG9F8o/photo.jpg,,1,,,0,2016-06-01T18:55:44.400,,8555661
7595,Hidro Doblefilo Alpañez,0,0,2016-06-01T19:08:51.620,https://graph.facebook.com/10207836099638907/picture?type=large,,1,,,0,2016-06-01T19:08:51.620,<p>Actually developing games in AS3. Non-profitable apps!</p><br/>,7570294
